"PLATE_NUMBER","PLATE_NAME","DISPLAY_NAME","CONC","CONC_UNIT","LAYER","RESULT",
3,"CAPAN2","8397-0127",0.01667,"uM","% Inhibition Avg",-4.8685,
5,"CFPAC","8397-0127",40,"uM","% Inhibition Avg",38.462,
5,"CFPAC","8397-0127",20,"uM","% Inhibition Avg",47.989,
5,"CFPAC","8397-0127",10,"uM","% Inhibition Avg",17.246,
5,"CFPAC","8397-0127",3.33,"uM","% Inhibition Avg",-13.375,
5,"CFPAC","8397-0127",1,"uM","% Inhibition Avg",-1.8931,
5,"CFPAC","8397-0127",0.333,"uM","% Inhibition Avg",-10.998,
5,"CFPAC","8397-0127",0.01667,"uM","% Inhibition Avg",-8.8925,
5,"CFPAC","8397-0127",40,"uM","% Inhibition Avg",48.184,
5,"CFPAC","8397-0127",20,"uM","% Inhibition Avg",42.744,
5,"CFPAC","8397-0127",10,"uM","% Inhibition Avg",28.992,
5,"CFPAC","8397-0127",3.33,"uM","% Inhibition Avg",-3.9859,
5,"CFPAC","8397-0127",1,"uM","% Inhibition Avg",-12.056,
5,"CFPAC","8397-0127",0.333,"uM","% Inhibition Avg",-11.719,
5,"CFPAC","8397-0127",0.01667,"uM","% Inhibition Avg",-12.784,
7,"HEK","8397-0127",40,"uM","% Inhibition Avg",74.644,
7,"HEK","8397-0127",20,"uM","% Inhibition Avg",81.216,
7,"HEK","8397-0127",10,"uM","% Inhibition Avg",63.039,
7,"HEK","8397-0127",3.33,"uM","% Inhibition Avg",28.185,
7,"HEK","8397-0127",1,"uM","% Inhibition Avg",-1.5478,
7,"HEK","8397-0127",0.333,"uM","% Inhibition Avg",-23.265,
7,"HEK","8397-0127",0.01667,"uM","% Inhibition Avg",-15.317,
7,"HEK","8397-0127",40,"uM","% Inhibition Avg",76.735,
7,"HEK","8397-0127",20,"uM","% Inhibition Avg",78.665,
7,"HEK","8397-0127",10,"uM","% Inhibition Avg",68.667,
7,"HEK","8397-0127",3.33,"uM","% Inhibition Avg",17.627,
7,"HEK","8397-0127",1,"uM","% Inhibition Avg",-15.136,
7,"HEK","8397-0127",0.333,"uM","% Inhibition Avg",-15.312,
7,"HEK","8397-0127",0.01667,"uM","% Inhibition Avg",-16.454,
1,"BXPC3","8397-0665",40,"uM","% Inhibition Avg",22.366,
1,"BXPC3","8397-0665",20,"uM","% Inhibition Avg",15.813,
1,"BXPC3","8397-0665",10,"uM","% Inhibition Avg",3.8151,
1,"BXPC3","8397-0665",3.33,"uM","% Inhibition Avg",-8.7382,
1,"BXPC3","8397-0665",1,"uM","% Inhibition Avg",-8.3637,
1,"BXPC3","8397-0665",0.333,"uM","% Inhibition Avg",-15.3,
1,"BXPC3","8397-0665",0.01667,"uM","% Inhibition Avg",-9.6462,
1,"BXPC3","8397-0665",40,"uM","% Inhibition Avg",24.456,
1,"BXPC3","8397-0665",20,"uM","% Inhibition Avg",10.755,
1,"BXPC3","8397-0665",10,"uM","% Inhibition Avg",6.5257,
1,"BXPC3","8397-0665",3.33,"uM","% Inhibition Avg",-8.8633,
1,"BXPC3","8397-0665",1,"uM","% Inhibition Avg",-8.9553,
1,"BXPC3","8397-0665",0.333,"uM","% Inhibition Avg",-9.4279,
1,"BXPC3","8397-0665",0.01667,"uM","% Inhibition Avg",-4.7354,
3,"CAPAN2","8397-0665",40,"uM","% Inhibition Avg",89.874,
3,"CAPAN2","8397-0665",20,"uM","% Inhibition Avg",90.244,
3,"CAPAN2","8397-0665",10,"uM","% Inhibition Avg",70.637,
3,"CAPAN2","8397-0665",3.33,"uM","% Inhibition Avg",3.0185,
3,"CAPAN2","8397-0665",1,"uM","% Inhibition Avg",-7.0963,
3,"CAPAN2","8397-0665",0.333,"uM","% Inhibition Avg",-8.3274,
3,"CAPAN2","8397-0665",0.01667,"uM","% Inhibition Avg",-5.932,
3,"CAPAN2","8397-0665",40,"uM","% Inhibition Avg",90.892,
3,"CAPAN2","8397-0665",20,"uM","% Inhibition Avg",91.954,
3,"CAPAN2","8397-0665",10,"uM","% Inhibition Avg",70.956,
3,"CAPAN2","8397-0665",3.33,"uM","% Inhibition Avg",1.209,
3,"CAPAN2","8397-0665",1,"uM","% Inhibition Avg",-4.1278,
3,"CAPAN2","8397-0665",0.333,"uM","% Inhibition Avg",-2.3584,
3,"CAPAN2","8397-0665",0.01667,"uM","% Inhibition Avg",0.92714,
5,"CFPAC","8397-0665",40,"uM","% Inhibition Avg",39.181,
5,"CFPAC","8397-0665",20,"uM","% Inhibition Avg",35.254,
5,"CFPAC","8397-0665",10,"uM","% Inhibition Avg",18.671,
5,"CFPAC","8397-0665",3.33,"uM","% Inhibition Avg",-8.871,
5,"CFPAC","8397-0665",1,"uM","% Inhibition Avg",-6.1622,
5,"CFPAC","8397-0665",0.333,"uM","% Inhibition Avg",-18.623,
5,"CFPAC","8397-0665",0.01667,"uM","% Inhibition Avg",-5.7402,
5,"CFPAC","8397-0665",40,"uM","% Inhibition Avg",43.545,
5,"CFPAC","8397-0665",20,"uM","% Inhibition Avg",48.358,
5,"CFPAC","8397-0665",10,"uM","% Inhibition Avg",16.873,
5,"CFPAC","8397-0665",3.33,"uM","% Inhibition Avg",-11.505,
5,"CFPAC","8397-0665",1,"uM","% Inhibition Avg",-11.788,
5,"CFPAC","8397-0665",0.333,"uM","% Inhibition Avg",-5.334,
5,"CFPAC","8397-0665",0.01667,"uM","% Inhibition Avg",-9.1499,
7,"HEK","8397-0665",40,"uM","% Inhibition Avg",98.774,
7,"HEK","8397-0665",20,"uM","% Inhibition Avg",98.919,
7,"HEK","8397-0665",10,"uM","% Inhibition Avg",65.838,
7,"HEK","8397-0665",3.33,"uM","% Inhibition Avg",5.5489,
7,"HEK","8397-0665",1,"uM","% Inhibition Avg",-9.4219,
7,"HEK","8397-0665",0.333,"uM","% Inhibition Avg",-16.649,
7,"HEK","8397-0665",0.01667,"uM","% Inhibition Avg",-12.73,
7,"HEK","8397-0665",40,"uM","% Inhibition Avg",98.185,
7,"HEK","8397-0665",20,"uM","% Inhibition Avg",95.251,
7,"HEK","8397-0665",10,"uM","% Inhibition Avg",67.221,
7,"HEK","8397-0665",3.33,"uM","% Inhibition Avg",6.2754,
7,"HEK","8397-0665",1,"uM","% Inhibition Avg",-14.587,
7,"HEK","8397-0665",0.333,"uM","% Inhibition Avg",-3.7724,
7,"HEK","8397-0665",0.01667,"uM","% Inhibition Avg",-20.018,
1,"BXPC3","C620-0038",40,"uM","% Inhibition Avg",84.666,
1,"BXPC3","C620-0038",20,"uM","% Inhibition Avg",33.485,
1,"BXPC3","C620-0038",10,"uM","% Inhibition Avg",16.364,
1,"BXPC3","C620-0038",3.33,"uM","% Inhibition Avg",-9.9747,
1,"BXPC3","C620-0038",1,"uM","% Inhibition Avg",-13.992,
1,"BXPC3","C620-0038",0.333,"uM","% Inhibition Avg",-13.695,
1,"BXPC3","C620-0038",0.01667,"uM","% Inhibition Avg",-11.672,
1,"BXPC3","C620-0038",40,"uM","% Inhibition Avg",75.551,
1,"BXPC3","C620-0038",20,"uM","% Inhibition Avg",38.413,
1,"BXPC3","C620-0038",10,"uM","% Inhibition Avg",17.284,
1,"BXPC3","C620-0038",3.33,"uM","% Inhibition Avg",-1.1982,
1,"BXPC3","C620-0038",1,"uM","% Inhibition Avg",-11.523,
1,"BXPC3","C620-0038",0.333,"uM","% Inhibition Avg",-15.886,
1,"BXPC3","C620-0038",0.01667,"uM","% Inhibition Avg",-7.8722,
3,"CAPAN2","C620-0038",40,"uM","% Inhibition Avg",72.648,
3,"CAPAN2","C620-0038",20,"uM","% Inhibition Avg",45.101,
3,"CAPAN2","C620-0038",10,"uM","% Inhibition Avg",23.898,
3,"CAPAN2","C620-0038",3.33,"uM","% Inhibition Avg",-1.4331,
3,"CAPAN2","C620-0038",1,"uM","% Inhibition Avg",-7.5177,
3,"CAPAN2","C620-0038",0.333,"uM","% Inhibition Avg",-5.2074,
3,"CAPAN2","C620-0038",0.01667,"uM","% Inhibition Avg",-4.6277,
3,"CAPAN2","C620-0038",40,"uM","% Inhibition Avg",69.771,
3,"CAPAN2","C620-0038",20,"uM","% Inhibition Avg",44.609,
3,"CAPAN2","C620-0038",10,"uM","% Inhibition Avg",19.542,
3,"CAPAN2","C620-0038",3.33,"uM","% Inhibition Avg",-0.33525,
3,"CAPAN2","C620-0038",1,"uM","% Inhibition Avg",-8.8153,
3,"CAPAN2","C620-0038",0.333,"uM","% Inhibition Avg",-3.7965,
3,"CAPAN2","C620-0038",0.01667,"uM","% Inhibition Avg",-7.3469,
5,"CFPAC","C620-0038",40,"uM","% Inhibition Avg",67.54,
5,"CFPAC","C620-0038",20,"uM","% Inhibition Avg",30.914,
5,"CFPAC","C620-0038",10,"uM","% Inhibition Avg",13.114,
5,"CFPAC","C620-0038",3.33,"uM","% Inhibition Avg",-3.008,
5,"CFPAC","C620-0038",1,"uM","% Inhibition Avg",-9.1825,
5,"CFPAC","C620-0038",0.333,"uM","% Inhibition Avg",-2.9045,
5,"CFPAC","C620-0038",0.01667,"uM","% Inhibition Avg",-8.5516,
5,"CFPAC","C620-0038",40,"uM","% Inhibition Avg",62.064,
5,"CFPAC","C620-0038",20,"uM","% Inhibition Avg",32.014,
5,"CFPAC","C620-0038",10,"uM","% Inhibition Avg",21.479,
5,"CFPAC","C620-0038",3.33,"uM","% Inhibition Avg",0.52618,
5,"CFPAC","C620-0038",1,"uM","% Inhibition Avg",-10.197,
5,"CFPAC","C620-0038",0.333,"uM","% Inhibition Avg",-7.7966,
5,"CFPAC","C620-0038",0.01667,"uM","% Inhibition Avg",-8.256,
7,"HEK","C620-0038",40,"uM","% Inhibition Avg",0.44237,"*This point was removed from analysis"
7,"HEK","C620-0038",20,"uM","% Inhibition Avg",55.867,
7,"HEK","C620-0038",10,"uM","% Inhibition Avg",30.762,
7,"HEK","C620-0038",3.33,"uM","% Inhibition Avg",1.6395,
7,"HEK","C620-0038",1,"uM","% Inhibition Avg",-9.0122,
7,"HEK","C620-0038",0.333,"uM","% Inhibition Avg",-18.876,
7,"HEK","C620-0038",0.01667,"uM","% Inhibition Avg",-18.489,
7,"HEK","C620-0038",40,"uM","% Inhibition Avg",80.072,
7,"HEK","C620-0038",20,"uM","% Inhibition Avg",52.512,
7,"HEK","C620-0038",10,"uM","% Inhibition Avg",27.342,
7,"HEK","C620-0038",3.33,"uM","% Inhibition Avg",2.9043,
7,"HEK","C620-0038",1,"uM","% Inhibition Avg",-18.29,
7,"HEK","C620-0038",0.333,"uM","% Inhibition Avg",-12.262,
7,"HEK","C620-0038",0.01667,"uM","% Inhibition Avg",-12.856,
1,"BXPC3","D430-1256",40,"uM","% Inhibition Avg",63.305,
1,"BXPC3","D430-1256",20,"uM","% Inhibition Avg",35.516,
1,"BXPC3","D430-1256",10,"uM","% Inhibition Avg",9.1621,
1,"BXPC3","D430-1256",3.33,"uM","% Inhibition Avg",-4.0796,
1,"BXPC3","D430-1256",1,"uM","% Inhibition Avg",-9.7414,
1,"BXPC3","D430-1256",0.333,"uM","% Inhibition Avg",-5.718,
1,"BXPC3","D430-1256",0.01667,"uM","% Inhibition Avg",0.28279,
1,"BXPC3","D430-1256",40,"uM","% Inhibition Avg",57.722,
1,"BXPC3","D430-1256",20,"uM","% Inhibition Avg",29.719,
1,"BXPC3","D430-1256",10,"uM","% Inhibition Avg",4.1311,
1,"BXPC3","D430-1256",3.33,"uM","% Inhibition Avg",-5.6599,
1,"BXPC3","D430-1256",1,"uM","% Inhibition Avg",-8.1216,
1,"BXPC3","D430-1256",0.333,"uM","% Inhibition Avg",-5.4731,
1,"BXPC3","D430-1256",0.01667,"uM","% Inhibition Avg",-5.9569,
3,"CAPAN2","D430-1256",40,"uM","% Inhibition Avg",20.637,
3,"CAPAN2","D430-1256",20,"uM","% Inhibition Avg",7.6832,
3,"CAPAN2","D430-1256",10,"uM","% Inhibition Avg",-5.6073,
3,"CAPAN2","D430-1256",3.33,"uM","% Inhibition Avg",-5.552,
3,"CAPAN2","D430-1256",1,"uM","% Inhibition Avg",-3.578,
3,"CAPAN2","D430-1256",0.333,"uM","% Inhibition Avg",-3.2926,
3,"CAPAN2","D430-1256",0.01667,"uM","% Inhibition Avg",-4.5527,
3,"CAPAN2","D430-1256",40,"uM","% Inhibition Avg",19.44,
3,"CAPAN2","D430-1256",20,"uM","% Inhibition Avg",6.098,
3,"CAPAN2","D430-1256",10,"uM","% Inhibition Avg",-2.9769,
3,"CAPAN2","D430-1256",3.33,"uM","% Inhibition Avg",-3.7037,
3,"CAPAN2","D430-1256",1,"uM","% Inhibition Avg",-3.9267,
3,"CAPAN2","D430-1256",0.333,"uM","% Inhibition Avg",0.10353,
3,"CAPAN2","D430-1256",0.01667,"uM","% Inhibition Avg",-2.448,
5,"CFPAC","D430-1256",40,"uM","% Inhibition Avg",44.804,
5,"CFPAC","D430-1256",20,"uM","% Inhibition Avg",11.559,
5,"CFPAC","D430-1256",10,"uM","% Inhibition Avg",2.0063,
5,"CFPAC","D430-1256",3.33,"uM","% Inhibition Avg",-10.373,
5,"CFPAC","D430-1256",1,"uM","% Inhibition Avg",-7.6171,
5,"CFPAC","D430-1256",0.333,"uM","% Inhibition Avg",-6.7978,
5,"CFPAC","D430-1256",0.01667,"uM","% Inhibition Avg",-11.325,
5,"CFPAC","D430-1256",40,"uM","% Inhibition Avg",47.717,
5,"CFPAC","D430-1256",20,"uM","% Inhibition Avg",17.154,
5,"CFPAC","D430-1256",10,"uM","% Inhibition Avg",-5.7178,
5,"CFPAC","D430-1256",3.33,"uM","% Inhibition Avg",-4.8677,
5,"CFPAC","D430-1256",1,"uM","% Inhibition Avg",-3.5354,
5,"CFPAC","D430-1256",0.333,"uM","% Inhibition Avg",-12.28,
5,"CFPAC","D430-1256",0.01667,"uM","% Inhibition Avg",-2.5277,
7,"HEK","D430-1256",40,"uM","% Inhibition Avg",74.747,
7,"HEK","D430-1256",20,"uM","% Inhibition Avg",58.566,
7,"HEK","D430-1256",10,"uM","% Inhibition Avg",48.498,
7,"HEK","D430-1256",3.33,"uM","% Inhibition Avg",23.523,
7,"HEK","D430-1256",1,"uM","% Inhibition Avg",5.3976,
7,"HEK","D430-1256",0.333,"uM","% Inhibition Avg",9.8796,
7,"HEK","D430-1256",0.01667,"uM","% Inhibition Avg",2.2773,
7,"HEK","D430-1256",40,"uM","% Inhibition Avg",74.07,
7,"HEK","D430-1256",20,"uM","% Inhibition Avg",57.761,
7,"HEK","D430-1256",10,"uM","% Inhibition Avg",47.307,
7,"HEK","D430-1256",3.33,"uM","% Inhibition Avg",19.242,
7,"HEK","D430-1256",1,"uM","% Inhibition Avg",-7.3416,
7,"HEK","D430-1256",0.333,"uM","% Inhibition Avg",-1.4662,
7,"HEK","D430-1256",0.01667,"uM","% Inhibition Avg",-11.245,
1,"BXPC3","D470-1924",40,"uM","% Inhibition Avg",14.873,
1,"BXPC3","D470-1924",20,"uM","% Inhibition Avg",5.284,
1,"BXPC3","D470-1924",10,"uM","% Inhibition Avg",-1.3835,
1,"BXPC3","D470-1924",3.33,"uM","% Inhibition Avg",-5.513,
1,"BXPC3","D470-1924",1,"uM","% Inhibition Avg",-10.302,
1,"BXPC3","D470-1924",0.333,"uM","% Inhibition Avg",-8.5215,
1,"BXPC3","D470-1924",0.01667,"uM","% Inhibition Avg",-7.4008,
1,"BXPC3","D470-1924",40,"uM","% Inhibition Avg",17.837,
1,"BXPC3","D470-1924",20,"uM","% Inhibition Avg",2.3982,
1,"BXPC3","D470-1924",10,"uM","% Inhibition Avg",-7.2128,
1,"BXPC3","D470-1924",3.33,"uM","% Inhibition Avg",-9.0082,
1,"BXPC3","D470-1924",1,"uM","% Inhibition Avg",-15.38,
1,"BXPC3","D470-1924",0.333,"uM","% Inhibition Avg",-10.157,
1,"BXPC3","D470-1924",0.01667,"uM","% Inhibition Avg",-14.147,
3,"CAPAN2","D470-1924",40,"uM","% Inhibition Avg",16.745,
3,"CAPAN2","D470-1924",20,"uM","% Inhibition Avg",2.2069,
3,"CAPAN2","D470-1924",10,"uM","% Inhibition Avg",0.88032,
3,"CAPAN2","D470-1924",3.33,"uM","% Inhibition Avg",-7.0338,
3,"CAPAN2","D470-1924",1,"uM","% Inhibition Avg",-3.8379,
3,"CAPAN2","D470-1924",0.333,"uM","% Inhibition Avg",-2.7013,
3,"CAPAN2","D470-1924",0.01667,"uM","% Inhibition Avg",-6.6588,
3,"CAPAN2","D470-1924",40,"uM","% Inhibition Avg",22.903,
3,"CAPAN2","D470-1924",20,"uM","% Inhibition Avg",9.4138,
3,"CAPAN2","D470-1924",10,"uM","% Inhibition Avg",-1.0505,
3,"CAPAN2","D470-1924",3.33,"uM","% Inhibition Avg",-3.1084,
3,"CAPAN2","D470-1924",1,"uM","% Inhibition Avg",-4.18,
3,"CAPAN2","D470-1924",0.333,"uM","% Inhibition Avg",-7.0695,
3,"CAPAN2","D470-1924",0.01667,"uM","% Inhibition Avg",-4.4636,
5,"CFPAC","D470-1924",40,"uM","% Inhibition Avg",22.521,
5,"CFPAC","D470-1924",20,"uM","% Inhibition Avg",-1.3447,
5,"CFPAC","D470-1924",10,"uM","% Inhibition Avg",-6.1496,
5,"CFPAC","D470-1924",3.33,"uM","% Inhibition Avg",-10.06,
5,"CFPAC","D470-1924",1,"uM","% Inhibition Avg",-6.2988,
5,"CFPAC","D470-1924",0.333,"uM","% Inhibition Avg",0.49027,
5,"CFPAC","D470-1924",0.01667,"uM","% Inhibition Avg",-8.1888,
5,"CFPAC","D470-1924",40,"uM","% Inhibition Avg",10.367,
5,"CFPAC","D470-1924",20,"uM","% Inhibition Avg",-3.8544,
5,"CFPAC","D470-1924",10,"uM","% Inhibition Avg",-2.6527,
5,"CFPAC","D470-1924",3.33,"uM","% Inhibition Avg",-6.9629,
5,"CFPAC","D470-1924",1,"uM","% Inhibition Avg",-11.28,
5,"CFPAC","D470-1924",0.333,"uM","% Inhibition Avg",2.314,
5,"CFPAC","D470-1924",0.01667,"uM","% Inhibition Avg",-10.893,
7,"HEK","D470-1924",40,"uM","% Inhibition Avg",38.465,
7,"HEK","D470-1924",20,"uM","% Inhibition Avg",14.735,
7,"HEK","D470-1924",10,"uM","% Inhibition Avg",5.5929,
7,"HEK","D470-1924",3.33,"uM","% Inhibition Avg",7.2417,
7,"HEK","D470-1924",1,"uM","% Inhibition Avg",7.2818,
7,"HEK","D470-1924",0.333,"uM","% Inhibition Avg",-3.4768,
7,"HEK","D470-1924",0.01667,"uM","% Inhibition Avg",15.164,
7,"HEK","D470-1924",40,"uM","% Inhibition Avg",36.287,
7,"HEK","D470-1924",20,"uM","% Inhibition Avg",12.208,
7,"HEK","D470-1924",10,"uM","% Inhibition Avg",6.3806,
7,"HEK","D470-1924",3.33,"uM","% Inhibition Avg",-4.8957,
7,"HEK","D470-1924",1,"uM","% Inhibition Avg",3.0494,
7,"HEK","D470-1924",0.333,"uM","% Inhibition Avg",-6.7952,
7,"HEK","D470-1924",0.01667,"uM","% Inhibition Avg",-9.6618,
1,"BXPC3","F360-0681",40,"uM","% Inhibition Avg",36.353,
1,"BXPC3","F360-0681",20,"uM","% Inhibition Avg",20.23,
1,"BXPC3","F360-0681",10,"uM","% Inhibition Avg",-7.4715,
1,"BXPC3","F360-0681",3.33,"uM","% Inhibition Avg",-22.233,
1,"BXPC3","F360-0681",1,"uM","% Inhibition Avg",-24.18,
1,"BXPC3","F360-0681",0.333,"uM","% Inhibition Avg",-11.475,
1,"BXPC3","F360-0681",0.01667,"uM","% Inhibition Avg",-9.8464,
1,"BXPC3","F360-0681",40,"uM","% Inhibition Avg",37.845,
1,"BXPC3","F360-0681",20,"uM","% Inhibition Avg",15.991,
1,"BXPC3","F360-0681",10,"uM","% Inhibition Avg",-9.3802,
1,"BXPC3","F360-0681",3.33,"uM","% Inhibition Avg",-28.116,
1,"BXPC3","F360-0681",1,"uM","% Inhibition Avg",-13.599,
1,"BXPC3","F360-0681",0.333,"uM","% Inhibition Avg",-7.4214,
1,"BXPC3","F360-0681",0.01667,"uM","% Inhibition Avg",-13.594,
3,"CAPAN2","F360-0681",40,"uM","% Inhibition Avg",11.203,
3,"CAPAN2","F360-0681",20,"uM","% Inhibition Avg",-8.5763,
3,"CAPAN2","F360-0681",10,"uM","% Inhibition Avg",-7.8757,
3,"CAPAN2","F360-0681",3.33,"uM","% Inhibition Avg",-5.3063,
3,"CAPAN2","F360-0681",1,"uM","% Inhibition Avg",-7.737,
3,"CAPAN2","F360-0681",0.333,"uM","% Inhibition Avg",-10.517,
3,"CAPAN2","F360-0681",0.01667,"uM","% Inhibition Avg",-6.6245,
3,"CAPAN2","F360-0681",40,"uM","% Inhibition Avg",23.314,
3,"CAPAN2","F360-0681",20,"uM","% Inhibition Avg",-6.2454,
3,"CAPAN2","F360-0681",10,"uM","% Inhibition Avg",-12.265,
3,"CAPAN2","F360-0681",3.33,"uM","% Inhibition Avg",-12.566,
3,"CAPAN2","F360-0681",1,"uM","% Inhibition Avg",-10.407,
3,"CAPAN2","F360-0681",0.333,"uM","% Inhibition Avg",-2.6817,
3,"CAPAN2","F360-0681",0.01667,"uM","% Inhibition Avg",-4.5131,
5,"CFPAC","F360-0681",40,"uM","% Inhibition Avg",48.934,
5,"CFPAC","F360-0681",20,"uM","% Inhibition Avg",2.5038,
5,"CFPAC","F360-0681",10,"uM","% Inhibition Avg",-2.649,
5,"CFPAC","F360-0681",3.33,"uM","% Inhibition Avg",-6.9134,
5,"CFPAC","F360-0681",1,"uM","% Inhibition Avg",-4.7455,
5,"CFPAC","F360-0681",0.333,"uM","% Inhibition Avg",-1.6986,
5,"CFPAC","F360-0681",0.01667,"uM","% Inhibition Avg",-8.3646,
5,"CFPAC","F360-0681",40,"uM","% Inhibition Avg",34.312,
5,"CFPAC","F360-0681",20,"uM","% Inhibition Avg",6.4274,
5,"CFPAC","F360-0681",10,"uM","% Inhibition Avg",-11.793,
5,"CFPAC","F360-0681",3.33,"uM","% Inhibition Avg",-6.6849,
5,"CFPAC","F360-0681",1,"uM","% Inhibition Avg",-14.436,
5,"CFPAC","F360-0681",0.333,"uM","% Inhibition Avg",-12.176,
5,"CFPAC","F360-0681",0.01667,"uM","% Inhibition Avg",-10.041,
7,"HEK","F360-0681",40,"uM","% Inhibition Avg",96.743,
7,"HEK","F360-0681",20,"uM","% Inhibition Avg",65.035,
7,"HEK","F360-0681",10,"uM","% Inhibition Avg",41.14,
7,"HEK","F360-0681",3.33,"uM","% Inhibition Avg",14.822,
7,"HEK","F360-0681",1,"uM","% Inhibition Avg",-10.307,
7,"HEK","F360-0681",0.333,"uM","% Inhibition Avg",-9.6922,
7,"HEK","F360-0681",0.01667,"uM","% Inhibition Avg",1.034,
7,"HEK","F360-0681",40,"uM","% Inhibition Avg",96.915,
7,"HEK","F360-0681",20,"uM","% Inhibition Avg",61.276,
7,"HEK","F360-0681",10,"uM","% Inhibition Avg",38.597,
7,"HEK","F360-0681",3.33,"uM","% Inhibition Avg",11.067,
7,"HEK","F360-0681",1,"uM","% Inhibition Avg",-11.334,
7,"HEK","F360-0681",0.333,"uM","% Inhibition Avg",-16.902,
7,"HEK","F360-0681",0.01667,"uM","% Inhibition Avg",-27.458,
